;history;predict
726;[3342.9765625, 3590.1328125, 3437.546875, 3309.28125, 3567.2309875488286, 3658.942886352539, 3555.7006225585938, 3488.7660522460938, 3600.59228515625, 3427.2286376953125, 3392.3338012695312, 3603.6766967773438, 3375.6162109375, 3451.5223388671875, 3475.738037109375, 3138.1279296875, 3157.8819580078125, 3406.2373046875, 3069.8699951171875, 3309.203125, 3239.6317138671875, 3307.591796875, 3292.4254150390625, 3369.0107421875, 3383.350830078125, 3356.695068359375, 3451.689453125, 3536.8251953125, 3223.172607421875, 3321.216796875, 3242.573974609375, 3413.484375, 3368.424560546875, 3209.537109375, 3514.136962890625, 3368.4287109375, 3178.65576171875, 3412.806640625, 3304.652099609375, 2925.66796875, 3398.842529296875, 3078.759765625, 3091.759765625, 3167.00830078125, 3362.40234375, 3200.570068359375, 3342.443359375, 3668.147216796875, 3196.979736328125, 3608.095703125];[3378.203125, 3553.235107421875, 3433.93994140625, 3599.75, 3458.42138671875, 3490.48486328125, 3418.796875, 3544.6572265625, 3678.37890625, 3407.7822265625]
727;[3378.203125, 3553.235107421875, 3433.93994140625, 3599.75, 3458.42138671875, 3490.48486328125, 3418.796875, 3544.6572265625, 3678.37890625, 3407.7822265625, 3304.69921875, 3557.4404296875, 3436.763671875, 3288.546875, 3196.44189453125, 3315.91015625, 3125.8896484375, 3400.2890625, 3146.7255859375, 3070.1640625, 3575.7314453125, 3054.75, 3413.5224609375, 3377.87890625, 3482.2041015625, 3218.03515625, 3440.7607421875, 3354.19140625, 3329.86669921875, 3220.3203125, 3486.27880859375, 3331.72265625, 3226.47607421875, 3438.05859375, 3297.671875, 2964.89453125, 3341.87646484375, 3214.75390625, 2942.91796875, 3125.7421875, 2947.52734375, 3332.1826171875, 2930.3203125, 3575.90869140625, 3140.2421875, 3362.71533203125, 3473.30517578125, 3329.2421875, 3333.48291015625, 3655.70458984375];[3457.21923828125, 3320.7900390625, 3380.953125, 3546.85888671875, 3120.1328125, 3209.13134765625, 3395.0625, 3127.6484375, 3273.5087890625, 3165.609375]
728;[3457.21923828125, 3320.7900390625, 3380.953125, 3546.85888671875, 3120.1328125, 3209.13134765625, 3395.0625, 3127.6484375, 3273.5087890625, 3165.609375, 3100.0703125, 3026.7421875, 3274.478515625, 3116.203125, 2994.6640625, 2958.09375, 3302.0673828125, 3272.3515625, 3549.6240234375, 3389.3427734375, 3220.5078125, 3600.8828125, 3143.2744140625, 3756.4326171875, 3477.5986328125, 3301.640625, 3478.1572265625, 3615.9794921875, 3183.9013671875, 3634.01171875, 3321.8173828125, 3195.5859375, 3256.5625, 3520.775390625, 3160.0078125, 2782.6484375, 3257.5078125, 2921.4130859375, 3266.7431640625, 3108.203125, 3433.9931640625, 3089.9375, 3343.3125, 3756.14453125, 3315.9833984375, 3579.017578125, 3439.6220703125, 3785.4765625, 3290.943359375, 3866.044921875];[3319.015625, 3336.173828125, 3492.0185546875, 3600.5751953125, 3208.671875, 3487.5498046875, 3353.953125, 3281.5263671875, 3142.0234375, 3138.34375]
729;[3319.015625, 3336.173828125, 3492.0185546875, 3600.5751953125, 3208.671875, 3487.5498046875, 3353.953125, 3281.5263671875, 3142.0234375, 3138.34375, 3246.6513671875, 3140.03125, 2826.515625, 3214.0234375, 3297.9033203125, 3363.66796875, 184.78125, 3705.7373046875, 3405.4970703125, 3631.103515625, 3533.8251953125, 3724.076171875, 3297.34765625, 3696.21875, 3459.66796875, 3507.1708984375, 3490.3916015625, 3427.5546875, 3353.169921875, 3414.3935546875, 3327.484375, 3285.7333984375, 3337.078125, 3290.9541015625, 3026.21875, 3127.40625, 3262.921875, 3046.0673828125, 3037.859375, 3569.6982421875, 3382.25390625, 3314.146484375, 3510.0625, 3494.9658203125, 3698.6162109375, 3641.123046875, 3419.0078125, 3468.353515625, 3539.1826171875, 3602.8896484375];[3472.9619140625, 3607.6591796875, 3337.78125, 3306.5244140625, 3555.017578125, 3025.609375, 3462.50390625, 3023.3125, 3106.109375, 3218.578125]
730;[3472.9619140625, 3607.6591796875, 3337.78125, 3306.5244140625, 3555.017578125, 3025.609375, 3462.50390625, 3023.3125, 3106.109375, 3218.578125, 3057.4375, 3217.875, 3217.609375, 3162.390625, 3463.716796875, 3677.77734375, 3321.23046875, 3585.46875, 3463.37890625, 3592.279296875, 3569.171875, 3453.720703125, 3742.04296875, 3305.25, 3592.91796875, 3715.79296875, 3264.609375, 3495.19140625, 3509.169921875, 3274.859375, 3280.435546875, 3301.75, 3219.212890625, 3159.515625, 3199.009765625, 3433.015625, 3452.396484375, 3324.890625, 3524.0, 3458.86328125, 3677.001953125, 3446.509765625, 3880.6875, 3678.193359375, 3698.033203125, 3659.74609375, 3674.818359375, 3589.7734375, 3691.84765625, 3685.52734375];[3545.189453125, 3553.39453125, 3612.775390625, 3471.484375, 3527.169921875, 3321.791015625, 3372.375, 3467.8359375, 3323.53125, 3281.224609375]
731;[3545.189453125, 3553.39453125, 3612.775390625, 3471.484375, 3527.169921875, 3321.791015625, 3372.375, 3467.8359375, 3323.53125, 3281.224609375, 3350.017578125, 3638.162109375, 3559.849609375, 3740.103515625, 3560.66796875, 3675.341796875, 3968.921875, 3554.2421875, 3688.763671875, 3723.90234375, 3624.4921875, 3738.36328125, 3595.455078125, 3365.439453125, 3788.703125, 3452.1875, 3219.578125, 3412.5546875, 3429.98828125, 3064.328125, 3439.291015625, 3126.015625, 3105.0390625, 3274.3125, 3535.4921875, 3384.791015625, 3848.865234375, 3302.8203125, 3852.76953125, 3788.140625, 3519.076171875, 3800.259765625, 3780.14453125, 3850.916015625, 4001.923828125, 3577.96875, 3402.23828125, 3555.083984375, 3979.544921875, 3442.16796875];[3650.619140625, 3552.611328125, 3417.462890625, 3244.923828125, 3214.0625, 3582.376953125, 3204.75, 3381.662109375, 3556.900390625, 3588.390625]
732;[3650.619140625, 3552.611328125, 3417.462890625, 3244.923828125, 3214.0625, 3582.376953125, 3204.75, 3381.662109375, 3556.900390625, 3588.390625, 3575.970703125, 3864.564453125, 3827.650390625, 3690.83203125, 3813.2109375, 3830.70703125, 3518.046875, 3600.94140625, 3870.146484375, 3426.28515625, 3626.552734375, 3540.482421875, 3650.58203125, 3498.693359375, 3567.150390625, 3549.384765625, 3376.3671875, 3384.8203125, 3486.64453125, 3288.82421875, 3315.984375, 3581.2421875, 3183.1640625, 3898.703125, 107.375, 3858.16796875, 3586.078125, 3818.94140625, 3786.38671875, 3843.375, 3800.328125, 3684.00390625, 3826.734375, 3446.64453125, 3733.11328125, 3493.45703125, 3717.51171875, 3596.53125, 3491.32421875, 3493.9375];[3715.36328125, 3393.4296875, 3251.19921875, 3061.5, 3698.92578125, 3275.5, 3202.10546875, 3916.703125, 3720.0390625, 3578.515625]
733;[3715.36328125, 3393.4296875, 3251.19921875, 3061.5, 3698.92578125, 3275.5, 3202.10546875, 3916.703125, 3720.0390625, 3578.515625, 3846.9375, 3433.2421875, 3715.30859375, 3672.50390625, 3699.171875, 3439.20703125, 3920.609375, 3328.76171875, 3893.63671875, 3309.390625, 3616.0703125, 3630.6875, 3197.5, 3449.328125, 3437.90625, 3276.63671875, 3340.3359375, 3462.73046875, 3116.51953125, 3403.55078125, 3529.1796875, 3647.515625, 3688.12109375, 3669.80859375, 3920.8046875, 3514.484375, 3888.65234375, 4021.38671875, 3931.39453125, 3855.0703125, 3773.87890625, 3710.0078125, 3589.01171875, 3802.8671875, 3834.15625, 3534.2421875, 3384.15625, 3608.359375, 3533.546875, 3378.91796875];[3471.734375, 3435.7421875, 3396.00390625, 3649.98828125, 3740.46484375, 3531.68359375, 4045.2421875, 4223.734375, 4078.23046875, 4249.1484375]
734;[3471.734375, 3435.7421875, 3396.00390625, 3649.98828125, 3740.46484375, 3531.68359375, 4045.2421875, 4223.734375, 4078.23046875, 4249.1484375, 4324.3671875, 4088.41015625, 4157.54296875, 4512.28125, 4089.7265625, 3733.51171875, 4423.5234375, 3667.40625, 3788.5859375, 3934.90625, 3728.24609375, 3593.42578125, 3482.25, 3608.2890625, 3612.640625, 3374.1875, 3568.83984375, 3784.24609375, 3564.328125, 3897.5234375, 4101.5703125, 4184.88671875, 4090.87109375, 4150.13671875, 4298.91015625, 4173.95703125, 4283.359375, 4103.52734375, 3791.71484375, 4056.2578125, 3915.37109375, 3659.3984375, 3972.80859375, 3583.07421875, 3820.6328125, 3734.91796875, 3771.3984375, 3348.72265625, 3626.453125, 3383.42578125];[3831.24609375, 3466.2265625, 3814.53515625, 4086.296875, 3986.08984375, 4011.984375, 3869.37890625, 4188.171875, 4521.1328125, 4306.32421875]
735;[3831.24609375, 3466.2265625, 3814.53515625, 4086.296875, 3986.08984375, 4011.984375, 3869.37890625, 4188.171875, 4521.1328125, 4306.32421875, 4194.90234375, 3869.2421875, 4039.64453125, 4029.7734375, 3788.96875, 4050.7734375, 4051.55078125, 3830.75390625, 3972.98828125, 3702.5703125, 3724.05859375, 3689.4453125, 3665.3203125, 3796.4609375, 3633.4375, 3473.52734375, 3662.91796875, 3586.375, 3705.09765625, 4124.203125, 3808.3203125, 3666.6796875, 3555.3984375, 3729.59375, 3807.0, 3575.34375, 3622.4296875, 3548.109375, 3739.9609375, 3562.53125, 3552.65625, 3752.1328125, 3524.015625, 3333.828125, 3373.109375, 3538.6640625, 3544.109375, 3435.234375, 3449.578125, 3391.5859375];[3372.6796875, 3497.015625, 345.03125, 3770.125, 3843.078125, 3674.0703125, 3912.875, 3836.4609375, 3629.078125, 3841.8203125]
736;[3372.6796875, 3497.015625, 345.03125, 3770.125, 3843.078125, 3674.0703125, 3912.875, 3836.4609375, 3629.078125, 3841.8203125, 3669.0625, 3410.6796875, 3883.171875, 3728.9765625, 3324.6875, 3899.9765625, 3340.140625, 3362.4765625, 3397.359375, 3602.2421875, 3409.8671875, 3149.875, 3504.390625, 3163.34375, 3275.015625, 3599.46875, 3111.5625, 3570.8046875, 3502.5546875, 3522.0859375, 3537.3984375, 3642.375, 3705.734375, 3582.8359375, 3472.7578125, 3593.953125, 3478.90625, 3567.5, 3404.484375, 3678.25, 3465.421875, 3359.6796875, 3610.984375, 3295.078125, 3272.3125, 3182.1484375, 3615.2421875, 3388.8125, 3413.140625, 3527.2265625];[3335.90625, 3601.6875, 3792.4609375, 3556.515625, 3619.8828125, 3919.53125, 3701.9375, 3720.5390625, 3777.4609375, 3482.3671875]
737;[3335.90625, 3601.6875, 3792.4609375, 3556.515625, 3619.8828125, 3919.53125, 3701.9375, 3720.5390625, 3777.4609375, 3482.3671875, 3889.09375, 3487.0546875, 3272.609375, 3541.140625, 3680.3125, 3523.421875, 3570.28125, 3417.6171875, 3455.2265625, 3332.8125, 3496.96875, 3443.0390625, 3682.203125, 3286.234375, 3824.28125, 3171.0625, 3469.8125, 3844.5234375, 3431.1015625, 3658.34375, 3592.765625, 3643.5078125, 3513.0078125, 3243.609375, 3349.25, 3646.640625, 3463.8359375, 3367.7265625, 3493.1171875, 3414.03125, 3312.0, 3285.96875, 3438.9375, 3043.40625, 3315.0, 3443.046875, 3256.5625, 3522.0234375, 3448.921875, 3785.5703125];[3660.203125, 3669.3515625, 3935.359375, 3827.2421875, 3509.7578125, 3860.65625, 3686.1875, 3367.375, 3905.9375, 3549.140625]
738;[3660.203125, 3669.3515625, 3935.359375, 3827.2421875, 3509.7578125, 3860.65625, 3686.1875, 3367.375, 3905.9375, 3549.140625, 3615.7265625, 3599.6796875, 3631.171875, 3368.8671875, 3455.2578125, 3695.90625, 3251.5390625, 3542.6953125, 3288.7109375, 3393.4453125, 3649.71875, 3466.859375, 3728.9453125, 3528.5078125, 3704.8828125, 4066.359375, 3306.3046875, 3563.421875, 3455.1953125, 3743.125, 3450.34375, 3443.078125, 3616.0625, 3310.34375, 3579.5390625, 3487.3359375, 3492.984375, 3531.3125, 3494.8046875, 3231.0625, 3469.2578125, 3574.890625, 3108.1640625, 3399.53125, 3805.5390625, 3353.2109375, 3375.8828125, 3695.078125, 3528.0078125, 3707.1015625];[3578.1484375, 3928.3125, 3426.828125, 3723.1953125, 3744.390625, 3626.484375, 3311.3828125, 3595.3828125, 3637.6875, 3610.3046875]
739;[3578.1484375, 3928.3125, 3426.828125, 3723.1953125, 3744.390625, 3626.484375, 3311.3828125, 3595.3828125, 3637.6875, 3610.3046875, 3339.0546875, 3511.796875, 3499.1953125, 3389.4375, 3675.40625, 3194.7578125, 3432.6015625, 3694.03125, 3381.6875, 3313.6640625, 238.125, 3641.3828125, 3960.296875, 3739.453125, 3763.078125, 4230.65625, 3640.140625, 3813.5078125, 3745.484375, 3467.53125, 3449.5078125, 3744.8359375, 3468.8984375, 3604.796875, 3490.8203125, 3596.328125, 3410.515625, 3297.8671875, 3433.375, 3430.984375, 3152.1953125, 3500.65625, 3416.109375, 3258.703125, 3494.6171875, 4001.1640625, 3623.65625, 3291.9375, 3857.7109375, 3566.90625];[3720.140625, 3826.734375, 3476.5, 3367.3828125, 3597.9609375, 3501.2265625, 3569.21875, 3207.0546875, 3643.109375, 3384.0546875]
740;[3720.140625, 3826.734375, 3476.5, 3367.3828125, 3597.9609375, 3501.2265625, 3569.21875, 3207.0546875, 3643.109375, 3384.0546875, 3369.3359375, 3232.1875, 3458.1953125, 2914.75, 3603.90625, 3240.0234375, 3411.1875, 3788.7109375, 3620.5, 3856.09375, 3462.03125, 3296.890625, 3811.09375, 3776.078125, 4023.546875, 3613.3046875, 3751.171875, 3764.5703125, 3735.0625, 3570.6796875, 3789.265625, 3555.3828125, 3553.28125, 3535.953125, 3596.765625, 3371.8125, 3370.78125, 3563.0390625, 3239.9609375, 3491.0859375, 3873.09375, 3691.4375, 3625.25, 4021.65625, 4024.046875, 3957.140625, 3721.7265625, 4196.421875, 3940.703125, 3864.3984375];[3988.15625, 3837.75, 3774.4765625, 3794.265625, 3832.484375, 3677.09375, 3642.0078125, 3842.2578125, 3422.921875, 3731.953125]
741;[3988.15625, 3837.75, 3774.4765625, 3794.265625, 3832.484375, 3677.09375, 3642.0078125, 3842.2578125, 3422.921875, 3731.953125, 3528.9453125, 3409.03125, 3421.578125, 3768.703125, 3804.4296875, 3777.4609375, 3956.0078125, 4062.375, 3982.9375, 4208.7109375, 4223.6875, 4170.3515625, 3957.6328125, 4209.4765625, 4024.7109375, 3656.3984375, 3954.84375, 3631.015625, 3999.09375, 3465.140625, 3861.171875, 3645.1328125, 3805.4765625, 3321.2734375, 3558.296875, 3626.5859375, 3526.0859375, 3570.234375, 3817.6015625, 4045.390625, 3881.9375, 4002.8515625, 3939.171875, 4367.234375, 4048.734375, 4066.1640625, 4087.9609375, 3884.2890625, 4109.609375, 3817.109375];[3892.65625, 3850.171875, 3999.0859375, 3725.8671875, 3863.421875, 3633.953125, 3521.578125, 3900.9375, 3344.265625, 3376.34375]
742;[3892.65625, 3850.171875, 3999.0859375, 3725.8671875, 3863.421875, 3633.953125, 3521.578125, 3900.9375, 3344.265625, 3376.34375, 3873.640625, 3660.7265625, 3881.8515625, 3957.359375, 4165.71875, 4282.796875, 4778.5703125, 3955.796875, 4234.0078125, 3941.4765625, 4227.5625, 4244.5, 3859.6796875, 3934.9765625, 3876.6796875, 4034.0625, 3779.9765625, 3630.4296875, 3680.1328125, 3836.7265625, 3513.890625, 3578.8515625, 3513.1796875, 3531.9375, 3327.3359375, 3729.578125, 4035.109375, 4080.953125, 198.0, 4532.25, 4506.390625, 4633.5, 4415.8671875, 5002.203125, 4546.8046875, 4735.546875, 4509.0625, 4549.53125, 4257.1484375, 4339.734375];[4031.0390625, 4069.15625, 4298.5546875, 3717.1875, 4021.140625, 3789.5625, 4126.234375, 3674.1875, 3777.390625, 4177.890625]
743;[4031.0390625, 4069.15625, 4298.5546875, 3717.1875, 4021.140625, 3789.5625, 4126.234375, 3674.1875, 3777.390625, 4177.890625, 4235.734375, 4090.953125, 4658.046875, 4568.484375, 4407.265625, 4583.453125, 4418.984375, 4496.84375, 4646.421875, 4340.609375, 4073.171875, 3897.265625, 4271.59375, 4095.640625, 3987.71875, 3864.78125, 3732.140625, 3930.578125, 3692.328125, 3714.125, 3721.9375, 3475.4375, 4055.03125, 3368.390625, 4115.046875, 3911.203125, 3785.828125, 4110.390625, 3820.375, 4120.640625, 3817.125, 4153.359375, 3912.890625, 3796.484375, 3637.265625, 4018.625, 3653.0, 3773.109375, 3736.828125, 3941.453125];[3610.546875, 3735.375, 3443.5, 3594.25, 3586.625, 3523.78125, 3679.5625, 3387.671875, 3752.765625, 3979.578125]
744;[3610.546875, 3735.375, 3443.5, 3594.25, 3586.625, 3523.78125, 3679.5625, 3387.671875, 3752.765625, 3979.578125, 3944.546875, 3746.8125, 4342.40625, 4237.71875, 4246.515625, 4472.671875, 4232.171875, 4041.390625, 4080.9375, 4224.828125, 3992.8125, 3849.9375, 4145.265625, 4068.25, 3707.328125, 3997.25, 3960.1875, 3694.265625, 3971.65625, 3662.5625, 3711.25, 3874.9375, 4011.828125, 4152.9375, 3907.890625, 4087.953125, 4453.625, 4384.765625, 4439.25, 4332.671875, 4192.40625, 4178.59375, 4005.953125, 4160.625, 3980.015625, 4134.765625, 4019.53125, 3974.078125, 3984.140625, 4167.546875];[3773.484375, 3779.8125, 3983.796875, 3552.390625, 3837.609375, 4002.65625, 4040.484375, 4228.0625, 4302.03125, 4455.53125]
745;[3773.484375, 3779.8125, 3983.796875, 3552.390625, 3837.609375, 4002.65625, 4040.484375, 4228.0625, 4302.03125, 4455.53125, 4161.234375, 4474.515625, 4349.9375, 4020.65625, 4728.234375, 4322.34375, 3898.5625, 4667.71875, 4043.25, 4366.234375, 4265.5625, 3934.21875, 4207.8125, 3745.375, 4012.53125, 4178.875, 3658.390625, 3827.59375, 3793.984375, 4059.34375, 4156.328125, 3692.1875, 3324.25, 3676.109375, 3510.3125, 3809.71875, 4033.390625, 3858.734375, 3876.828125, 3865.390625, 3882.203125, 3690.015625, 3824.890625, 3647.59375, 3352.5625, 3651.390625, 3524.71875, 3743.046875, 3558.65625, 3339.9375];[3468.09375, 3501.703125, 3162.9375, 3333.171875, 3815.015625, 3910.328125, 0.0, 4070.71875, 4210.625, 4154.1875]
746;[3468.09375, 3501.703125, 3162.9375, 3333.171875, 3815.015625, 3910.328125, 0.0, 4070.71875, 4210.625, 4154.1875, 4319.921875, 4124.765625, 4266.6875, 3958.4375, 4131.359375, 4098.9375, 3875.328125, 3714.71875, 4166.328125, 3796.265625, 3990.234375, 3765.78125, 3848.703125, 3620.8125, 3700.453125, 3752.578125, 3542.3125, 3546.8125, 3865.875, 3613.46875, 3895.53125, 3768.453125, 3807.84375, 3751.796875, 3908.671875, 3831.140625, 3728.171875, 3683.234375, 3749.875, 3529.734375, 3887.15625, 3941.078125, 3461.375, 3472.96875, 3516.421875, 3591.265625, 3469.921875, 3561.5, 3470.78125, 3489.0625];[3035.640625, 3630.1875, 3552.375, 3929.03125, 4090.015625, 4169.203125, 4125.09375, 4696.265625, 4752.265625, 4435.921875]
747;[3035.640625, 3630.1875, 3552.375, 3929.03125, 4090.015625, 4169.203125, 4125.09375, 4696.265625, 4752.265625, 4435.921875, 3919.8125, 4197.484375, 3369.84375, 3922.875, 3750.203125, 3642.71875, 3819.71875, 3516.59375, 3657.421875, 3670.984375, 3403.0, 3542.1875, 3213.546875, 3545.3125, 3411.515625, 3525.203125, 3558.59375, 3799.921875, 3595.03125, 3895.625, 3587.640625, 3884.984375, 3792.53125, 3714.984375, 3927.5, 3635.328125, 3539.625, 3819.109375, 3319.28125, 3540.59375, 3751.03125, 3610.8125, 3415.6875, 3511.59375, 3624.0, 3398.484375, 3187.0625, 3611.09375, 3332.28125, 3459.265625];[3341.5625, 3648.625, 3771.484375, 3488.125, 3855.625, 3906.25, 3504.25, 3819.234375, 3800.65625, 3601.703125]
748;[3341.5625, 3648.625, 3771.484375, 3488.125, 3855.625, 3906.25, 3504.25, 3819.234375, 3800.65625, 3601.703125, 3911.25, 3450.21875, 3422.84375, 3743.796875, 3564.453125, 3643.640625, 3526.84375, 3665.703125, 3549.46875, 3264.390625, 3478.171875, 3390.46875, 3612.0625, 3142.34375, 3487.375, 3530.34375, 3355.109375, 3713.875, 3419.90625, 3375.578125, 3692.09375, 3438.171875, 3477.421875, 3830.640625, 3283.90625, 3392.421875, 3316.84375, 3732.6875, 3246.109375, 3382.28125, 3495.96875, 3595.296875, 3144.140625, 3390.15625, 3214.921875, 3432.4375, 3263.265625, 3520.078125, 3323.625, 3318.484375];[3417.75, 3551.65625, 3398.75, 3565.46875, 3532.328125, 3544.65625, 3481.921875, 3542.046875, 3505.40625, 3456.4375]
749;[3417.75, 3551.65625, 3398.75, 3565.46875, 3532.328125, 3544.65625, 3481.921875, 3542.046875, 3505.40625, 3456.4375, 3570.3125, 3434.9375, 3267.6875, 3576.203125, 3517.4375, 3398.1875, 3295.640625, 3549.765625, 3148.1875, 3097.0, 3409.203125, 3494.796875, 3287.859375, 3599.34375, 0.0, 3547.96875, 3839.6875, 3491.390625, 3557.140625, 3563.015625, 3652.25, 3565.21875, 3701.359375, 3521.359375, 3568.90625, 3370.0, 3534.5625, 3586.625, 3509.375, 3294.90625, 3594.984375, 3257.515625, 3395.171875, 3403.53125, 3260.703125, 3542.40625, 3391.296875, 3632.71875, 4232.421875, 4463.6875];[4654.21875, 4004.6875, 3934.921875, 4147.46875, 4020.828125, 3631.28125, 3716.015625, 4083.203125, 3711.375, 3871.984375]
750;[4654.21875, 4004.6875, 3934.921875, 4147.46875, 4020.828125, 3631.28125, 3716.015625, 4083.203125, 3711.375, 3871.984375, 3669.328125, 3936.09375, 3610.8125, 3683.71875, 3696.375, 3501.84375, 3756.515625, 3487.5, 3437.4375, 3667.75, 3803.234375, 3648.171875, 3680.609375, 3863.859375, 3995.21875, 3853.15625, 3697.0, 4038.65625, 3865.21875, 4006.453125, 4038.578125, 3704.453125, 3849.921875, 3639.078125, 3827.5625, 3622.734375, 3858.34375, 3538.0625, 3633.046875, 3445.609375, 3652.515625, 3279.171875, 3482.046875, 3958.421875, 3505.171875, 3982.515625, 4190.34375, 3799.265625, 4070.828125, 3871.484375];[4229.09375, 4030.90625, 3952.34375, 4214.96875, 3539.125, 4048.875, 4165.75, 3728.46875, 3695.78125, 3954.28125]
751;[4229.09375, 4030.90625, 3952.34375, 4214.96875, 3539.125, 4048.875, 4165.75, 3728.46875, 3695.78125, 3954.28125, 3533.90625, 3653.703125, 3549.90625, 3655.25, 3692.5, 3195.125, 3620.234375, 3481.859375, 3686.578125, 4075.453125, 3913.3125, 4000.5, 4052.859375, 4136.078125, 4160.703125, 4380.109375, 3838.078125, 4310.671875, 3826.53125, 4151.4375, 3884.234375, 4052.6875, 3470.59375, 3948.921875, 3720.75, 3938.78125, 3692.421875, 3548.25, 3436.53125, 3563.875, 3722.828125, 3913.453125, 3945.828125, 4371.125, 3975.125, 4377.140625, 4664.609375, 4232.390625, 4290.765625, 4683.359375];[4250.75, 4445.4375, 4318.734375, 4428.734375, 3901.65625, 3969.0, 4166.296875, 3854.0, 3775.734375, 3953.1875]
752;[4250.75, 4445.4375, 4318.734375, 4428.734375, 3901.65625, 3969.0, 4166.296875, 3854.0, 3775.734375, 3953.1875, 3543.34375, 3700.765625, 3792.1875, 3480.578125, 3676.703125, 3941.84375, 3965.671875, 3992.96875, 4203.703125, 4556.328125, 4150.15625, 4220.4375, 4441.25, 4319.265625, 4210.25, 4503.046875, 3757.484375, 4174.078125, 4188.359375, 3614.25, 4034.203125, 3480.1875, 4004.765625, 3604.0, 3694.546875, 3489.453125, 3716.453125, 3526.3125, 3628.625, 3766.890625, 3788.71875, 3985.96875, 0.0, 4230.828125, 4108.578125, 4381.390625, 4051.28125, 3881.328125, 4292.84375, 4214.15625];[3762.125, 3939.625, 4181.53125, 3701.1875, 3605.90625, 4234.875, 3666.15625, 3653.4375, 3557.65625, 3614.40625]
753;[3762.125, 3939.625, 4181.53125, 3701.1875, 3605.90625, 4234.875, 3666.15625, 3653.4375, 3557.65625, 3614.40625, 3438.9375, 3401.9375, 3764.40625, 3660.3125, 3986.375, 3870.5625, 3954.375, 4136.78125, 4004.4375, 4121.3125, 3922.125, 3909.3125, 4157.78125, 4117.0, 3817.34375, 4064.46875, 3623.53125, 3692.90625, 3614.15625, 4143.5625, 3528.21875, 3555.8125, 3650.46875, 3246.3125, 3693.125, 3368.09375, 3597.875, 3659.0625, 3516.9375, 3978.90625, 3816.58699798584, 3837.9202728271484, 3822.6310424804688, 3873.9974365234375, 3677.0029296875, 3763.349853515625, 3992.0548095703125, 4006.8223876953125, 3748.74609375, 3651.15234375];[3993.374755859375, 3448.03125, 3998.749267578125, 3979.609375, 3539.30859375, 3630.99462890625, 3600.1103515625, 3493.4892578125, 3555.177734375, 3536.70361328125]
754;[3993.374755859375, 3448.03125, 3998.749267578125, 3979.609375, 3539.30859375, 3630.99462890625, 3600.1103515625, 3493.4892578125, 3555.177734375, 3536.70361328125, 3571.43798828125, 3495.283203125, 3787.1455078125, 4398.80908203125, 3786.45849609375, 4030.4677734375, 4224.259765625, 4095.6181640625, 4202.55517578125, 4104.42236328125, 4176.8251953125, 3983.1826171875, 4087.6533203125, 4047.3359375, 3696.50390625, 3985.8203125, 4189.724609375, 3723.1611328125, 3874.56640625, 3928.099609375, 3678.107421875, 3640.6123046875, 3751.03515625, 3487.763671875, 3681.8388671875, 3833.732421875, 4075.302734375, 3745.1552734375, 3989.8388671875, 4065.6435546875, 4057.296875, 3860.5146484375, 4277.046875, 3968.390625, 4106.97265625, 3651.875, 4251.40625, 3982.7470703125, 4036.72265625, 3927.9453125];[3606.310546875, 3572.681640625, 3955.455078125, 3693.087890625, 3497.384765625, 3403.7734375, 3941.7265625, 3425.90234375, 3665.39453125, 3808.94921875]
755;[3606.310546875, 3572.681640625, 3955.455078125, 3693.087890625, 3497.384765625, 3403.7734375, 3941.7265625, 3425.90234375, 3665.39453125, 3808.94921875, 3807.40234375, 3521.802734375, 4327.1015625, 3994.12890625, 3944.90234375, 4003.263671875, 3989.376953125, 4053.08984375, 3848.96875, 4008.57421875, 3876.333984375, 3790.58984375, 3884.759765625, 3877.7578125, 3788.708984375, 3430.146484375, 4027.751953125, 3379.220703125, 3665.392578125, 3602.787109375, 3357.447265625, 3582.75390625, 3559.763671875, 3697.103515625, 3778.77734375, 3909.900390625, 3891.296875, 3866.447265625, 4030.427734375, 4081.88671875, 4004.41796875, 3820.396484375, 4140.154296875, 3956.064453125, 3806.484375, 3908.71875, 3872.53515625, 3946.33984375, 3931.30078125, 3582.904296875];[3738.0546875, 3559.64453125, 3683.25, 3259.345703125, 3430.294921875, 3937.302734375, 3241.3203125, 3682.60546875, 3922.451171875, 3929.16015625]
756;[3738.0546875, 3559.64453125, 3683.25, 3259.345703125, 3430.294921875, 3937.302734375, 3241.3203125, 3682.60546875, 3922.451171875, 3929.16015625, 0.0, 4099.083984375, 4079.310546875, 3983.826171875, 4125.046875, 4198.46875, 3960.85546875, 4248.59375, 4110.4921875, 3766.87109375, 3908.03515625, 4007.71875, 3900.9453125, 3728.1796875, 3650.46484375, 3754.4296875, 3557.3046875, 3575.57421875, 3602.55859375, 3580.75, 3665.359375, 3550.4765625, 4018.14453125, 4004.03125, 3918.640625, 4326.11328125, 3989.96875, 4136.71484375, 4324.6328125, 4048.58984375, 4374.72265625, 4221.68359375, 4018.9453125, 4107.5, 3902.328125, 4248.80078125, 3909.65234375, 3858.10546875, 3950.68359375, 3769.046875];[3643.51171875, 3928.30859375, 3627.48046875, 3807.515625, 3763.296875, 4162.97265625, 3988.19140625, 4359.6484375, 4437.3671875, 4702.79296875]
