;history;predict
1328;[18970.5, 19322.5, 18647.5, 19032.0, 17924.5, 17987.0, 18739.0, 16983.5, 16976.0, 17940.5, 16846.0, 17492.5, 18206.5, 17992.5, 17945.5, 18185.5, 18524.0, 17992.5, 18208.5, 18619.0, 18290.0, 18150.5, 19581.5, 18868.5, 19296.5, 18908.0, 19463.0, 18769.5, 18332.0, 18748.5, 17573.0, 17435.5, 17809.0, 16760.0, 17381.0, 17376.5, 18374.5, 17982.5, 18117.5, 18745.0, 18563.5, 18248.0, 19023.5, 17876.0, 18099.5, 19394.5, 17829.5, 19094.5, 18282.0, 19428.5];[19104.0, 18282.5, 19368.5, 18269.0, 17703.5, 17877.5, 17375.5, 17377.0, 17143.5, 17570.5]
1329;[19104.0, 18282.5, 19368.5, 18269.0, 17703.5, 17877.5, 17375.5, 17377.0, 17143.5, 17570.5, 18113.0, 18036.0, 19159.5, 18833.5, 18432.0, 19396.0, 18207.0, 18410.0, 18325.0, 18462.0, 19588.5, 18342.5, 19420.5, 18834.5, 18639.0, 19513.5, 18366.5, 17997.0, 18831.0, 17190.5, 16916.0, 16754.0, 18184.5, 17035.0, 18106.0, 17835.5, 16636.0, 19943.0, 19246.5, 18475.5, 18658.5, 19393.5, 18541.0, 18594.5, 19230.0, 19077.0, 18273.0, 18470.0, 19580.5, 18532.5];[18164.0, 19056.5, 17807.0, 17788.5, 17758.0, 17089.5, 17373.0, 17945.5, 17894.0, 17734.5]
1330;[18164.0, 19056.5, 17807.0, 17788.5, 17758.0, 17089.5, 17373.0, 17945.5, 17894.0, 17734.5, 17962.0, 19196.0, 18136.5, 18716.0, 18269.5, 19705.5, 18551.5, 18812.5, 19715.0, 18867.0, 18916.5, 19489.0, 18432.0, 18276.0, 19238.5, 18456.0, 17768.5, 18930.5, 17613.0, 17491.0, 17194.5, 10739.5, 9829.0, 18637.5, 19105.0, 18343.5, 18416.0, 19508.5, 18605.5, 18581.5, 18705.0, 19687.5, 18985.0, 19080.5, 20372.5, 19219.0, 18696.5, 18848.5, 19185.0, 18038.0];[17811.5, 18356.5, 17641.5, 17913.5, 18409.0, 17958.0, 18042.0, 19673.5, 18120.5, 18632.5]
1331;[17811.5, 18356.5, 17641.5, 17913.5, 18409.0, 17958.0, 18042.0, 19673.5, 18120.5, 18632.5, 18220.0, 19271.5, 18211.0, 18600.5, 19049.5, 15520.841789245605, 19349.678955078125, 16771.810501098633, 17575.060012817383, 19183.98681640625, 18817.9716796875, 19376.76171875, 18442.359375, 18228.490234375, 19878.521484375, 17690.765625, 17491.61328125, 18297.29296875, 17506.671875, 17941.1796875, 18083.18359375, 18596.6328125, 18241.8359375, 18555.4453125, 19804.7890625, 18778.84375, 19032.234375, 20131.40625, 19394.3359375, 18995.4609375, 19077.2734375, 20344.8671875, 19147.78125, 18664.828125, 19916.125, 18835.578125, 18058.265625, 20151.515625, 18224.484375, 18264.203125];[18942.703125, 17769.03125, 18111.328125, 18229.546875, 19281.4375, 18563.921875, 18406.078125, 19541.1875, 20046.15625, 19045.40625]
1332;[18942.703125, 17769.03125, 18111.328125, 18229.546875, 19281.4375, 18563.921875, 18406.078125, 19541.1875, 20046.15625, 19045.40625, 20588.15625, 19458.3125, 19735.4375, 20557.59375, 20738.328125, 19591.296875, 19473.734375, 20507.78125, 18925.265625, 19160.59375, 19860.375, 18399.90625, 18735.1875, 19285.46875, 18266.46875, 18694.09375, 17700.71875, 19610.625, 18265.0625, 19027.5, 20314.0, 19218.53125, 19347.65625, 20653.5625, 19538.40625, 19412.75, 19547.3125, 20753.21875, 20925.0, 19871.96875, 21210.59375, 19997.59375, 20054.3125, 19235.0, 19810.46875, 18943.8125, 18836.875, 19103.03125, 18519.5, 18107.65625];[20033.28125, 18980.5625, 19072.28125, 19920.09375, 19437.15625, 19755.34375, 20322.3125, 19249.0, 19418.3125, 18963.71875]
1333;[20033.28125, 18980.5625, 19072.28125, 19920.09375, 19437.15625, 19755.34375, 20322.3125, 19249.0, 19418.3125, 18963.71875, 19968.78125, 19121.90625, 20092.34375, 21785.5625, 19469.9375, 20216.4375, 19881.09375, 19381.8125, 18946.125, 18161.375, 19333.4375, 18410.0625, 18084.8125, 18708.625, 17882.9375, 18206.5625, 19470.5, 19118.375, 18613.25, 18292.375, 19557.25, 18260.75, 17855.0625, 19585.4375, 18102.875, 18643.3125, 19682.0, 18931.6875, 19218.125, 20084.75, 17858.5, 19071.4375, 18170.875, 19040.4375, 17434.625, 17340.9375, 18127.1875, 17156.375, 17407.8125, 10154.375];[10025.6875, 18523.9375, 18437.625, 19261.6875, 18415.5, 18453.1875, 19297.1875, 19117.125, 18640.5625, 18850.4375]
1334;[10025.6875, 18523.9375, 18437.625, 19261.6875, 18415.5, 18453.1875, 19297.1875, 19117.125, 18640.5625, 18850.4375, 19507.3125, 19016.9375, 18673.0, 19380.0625, 18587.875, 18065.8125, 19018.0625, 18064.875, 18407.4375, 18668.1875, 17644.5, 17455.4375, 17327.5625, 17811.125, 17910.0, 17380.25, 18250.875, 17495.8125, 17609.8125, 18041.125, 18713.75, 18291.25, 18578.4375, 19211.0625, 19209.5, 18625.0, 19221.6875, 18687.0625, 17829.75, 18106.375, 18973.3125, 17794.4375, 17732.375, 18500.25, 17543.1875, 17598.1875, 17887.625, 17736.25, 17774.25, 18559.5];[17840.0, 17296.875, 17825.4375, 18537.0, 18169.625, 18145.5, 18892.9375, 19282.9375, 18512.25, 20016.75]
1335;[17840.0, 17296.875, 17825.4375, 18537.0, 18169.625, 18145.5, 18892.9375, 19282.9375, 18512.25, 20016.75, 18513.75, 18721.125, 18414.25, 19141.4375, 18158.5, 18035.4375, 18395.4375, 16766.25, 17607.5625, 17856.0625, 17196.9375, 17427.9375, 19019.6875, 17812.5, 18356.125, 18376.5, 18948.25, 18352.5, 18227.75, 18045.125, 17666.375, 18248.5, 19311.5, 18816.875, 18415.625, 19353.75, 19512.0, 18556.625, 18638.5, 19202.0, 17798.0, 17608.875, 17755.375, 16829.0, 17544.5, 18097.375, 17817.0, 18033.375, 19463.125, 19672.5];[19096.875, 19033.125, 19292.0, 18583.5, 17818.125, 19056.375, 18629.0, 18878.875, 18874.25, 19730.125]
1336;[19096.875, 19033.125, 19292.0, 18583.5, 17818.125, 19056.375, 18629.0, 18878.875, 18874.25, 19730.125, 19133.375, 19540.625, 19108.0, 18892.25, 18595.5, 18425.25, 17458.5, 17056.875, 17406.5, 18635.5, 17605.5, 18664.25, 19104.25, 18578.375, 18775.625, 19062.75, 18222.125, 18289.0, 19132.625, 17780.5, 18397.875, 18146.75, 19519.875, 18677.75, 19056.625, 19315.875, 18771.0, 18711.875, 18531.625, 17659.125, 17342.625, 17848.625, 17471.875, 17496.875, 17670.375, 18985.0, 17983.5, 18353.25, 19835.75, 18918.875];[18322.125, 19248.375, 18531.125, 18265.125, 18456.25, 19329.375, 18691.875, 18839.25, 19796.0, 18639.375]
1337;[18322.125, 19248.375, 18531.125, 18265.125, 18456.25, 19329.375, 18691.875, 18839.25, 19796.0, 18639.375, 18312.625, 20190.75, 18250.75, 17826.25, 17682.0, 18716.625, 17483.625, 9904.125, 10269.875, 18297.625, 18899.75, 19826.5, 18362.625, 18522.0, 18650.875, 18299.375, 17107.0, 17614.75, 18575.5, 15760.25, 19706.0, 18953.375, 18289.875, 18516.75, 18964.875, 17942.125, 18402.375, 15431.875, 18923.5, 16332.625, 16100.375, 17095.5, 16470.375, 16797.875, 17478.375, 18310.875, 17792.0, 17076.875, 19795.25, 17678.875];[17651.25, 17742.375, 17522.875, 17615.25, 17822.25, 18256.75, 17690.875, 18365.75, 18709.75, 17713.125]
1338;[17651.25, 17742.375, 17522.875, 17615.25, 17822.25, 18256.75, 17690.875, 18365.75, 18709.75, 17713.125, 18035.875, 17723.75, 17478.75, 16141.375, 16913.375, 16804.25, 17048.0, 17095.375, 17952.125, 17766.0, 18214.125, 18953.625, 18020.625, 18386.875, 18744.25, 18042.125, 17964.625, 17712.875, 18835.25, 17755.375, 18210.5, 18720.5, 18145.625, 18167.875, 19311.25, 17460.875, 17465.75, 18277.875, 16871.25, 16763.375, 17594.625, 18133.125, 17584.5, 18050.25, 18965.875, 18860.0, 18557.25, 19358.0, 19297.625, 18180.125];[18683.5, 19058.125, 18296.25, 18265.125, 18913.25, 17934.625, 17767.0, 19555.25, 18129.875, 17692.625]
1339;[18683.5, 19058.125, 18296.25, 18265.125, 18913.25, 17934.625, 17767.0, 19555.25, 18129.875, 17692.625, 17728.25, 18438.0, 17736.75, 17185.625, 18611.0, 18092.5, 17958.25, 19047.75, 18047.875, 18464.75, 19993.875, 17717.875, 19900.625, 18924.5, 19882.375, 19324.25, 18424.5, 18691.625, 17957.0, 18421.125, 18524.25, 17513.375, 18072.0, 17935.0, 18546.75, 17314.25, 18252.5, 18725.75, 18058.0, 17287.5, 18464.5, 18220.5, 18053.25, 19216.5, 17811.0, 19221.5, 18603.75, 19760.5, 19242.5, 19515.25];[20536.75, 18339.0, 17887.75, 18689.5, 17975.0, 17492.75, 17642.0, 18218.75, 17619.0, 17336.75]
1340;[20536.75, 18339.0, 17887.75, 18689.5, 17975.0, 17492.75, 17642.0, 18218.75, 17619.0, 17336.75, 18593.0, 18381.5, 18195.25, 19949.0, 18175.75, 18129.5, 18336.75, 18863.75, 18057.5, 17793.75, 19396.75, 18102.25, 20280.75, 19621.75, 20672.75, 19252.5, 18758.75, 18962.0, 18104.5, 17619.75, 18210.5, 17326.75, 16945.25, 18828.0, 18039.75, 10067.25, 9743.25, 21198.25, 20775.5, 20996.25, 22019.0, 20901.25, 20842.5, 19872.5, 18840.0, 18517.0, 19043.5, 19966.75, 19508.0, 19617.0];[21180.5, 19820.75, 20201.75, 19825.0, 19767.25, 18112.5, 18266.0, 17354.5, 18043.25, 18132.5]
1341;[21180.5, 19820.75, 20201.75, 19825.0, 19767.25, 18112.5, 18266.0, 17354.5, 18043.25, 18132.5, 19045.5, 18924.75, 20995.25, 22383.25, 20162.5, 20753.75, 21782.75, 19808.5, 18667.25, 19153.5, 18853.25, 18459.75, 18502.0, 19465.5, 19242.0, 19719.5, 20261.0, 19132.75, 19223.5, 18827.25, 18149.5, 17121.5, 17168.75, 17703.75, 17755.0, 18111.75, 18655.0, 17697.25, 19679.5, 20053.0, 18616.25, 19465.5, 19555.25, 17855.25, 18239.5, 18704.5, 18798.0, 18468.75, 18380.5, 19215.5];[19121.5, 18811.0, 19303.0, 18272.5, 17467.75, 17967.75, 17918.25, 17093.25, 17566.25, 18514.25]
1342;[19121.5, 18811.0, 19303.0, 18272.5, 17467.75, 17967.75, 17918.25, 17093.25, 17566.25, 18514.25, 17573.5, 17777.25, 19621.5, 18988.75, 18770.0, 19585.0, 19588.25, 19251.25, 19141.25, 18847.75, 18763.0, 18235.75, 19075.75, 18364.5, 17973.25, 18768.5, 19361.25, 18194.75, 17970.25, 18573.25, 18033.25, 17454.25, 18201.0, 17618.5, 18157.75, 18672.5, 17960.25, 18022.0, 18887.5, 19862.0, 18812.0, 19059.75, 21044.25, 19106.25, 18380.25, 19162.5, 18298.0, 18406.0, 18125.5, 18624.25];[18399.75, 18522.25, 18324.75, 17794.75, 18132.25, 19046.5, 18478.0, 17363.25, 18793.75, 18386.5]
1343;[18399.75, 18522.25, 18324.75, 17794.75, 18132.25, 19046.5, 18478.0, 17363.25, 18793.75, 18386.5, 17725.75, 18453.75, 19099.0, 19220.75, 19057.25, 19906.75, 19512.25, 19975.75, 20292.25, 18675.5, 18158.75, 18452.0, 18743.5, 17670.5, 17413.0, 18284.5, 18342.0, 17757.25, 18702.25, 18484.0, 18276.5, 18859.0, 19216.5, 18041.0, 18271.5, 18794.0, 18247.25, 17947.0, 19941.0, 18930.25, 19494.0, 20349.25, 17689.75, 21062.5, 18905.25, 18709.5, 18120.75, 17812.25, 17976.25, 16852.0];[17056.25, 18828.25, 17880.25, 10204.25, 9931.25, 21094.25, 20361.75, 20529.75, 21460.5, 20538.0]
1344;[17056.25, 18828.25, 17880.25, 10204.25, 9931.25, 21094.25, 20361.75, 20529.75, 21460.5, 20538.0, 20326.75, 19521.5, 18695.75, 18005.25, 18688.0, 19705.5, 19052.75, 19674.75, 20451.25, 19987.0, 19708.5, 20248.5, 19218.0, 18237.0, 17211.0, 18301.75, 17208.0, 17251.75, 18354.75, 18066.5, 19878.25, 19804.5, 19053.0, 19037.25, 19603.0, 19473.25, 18042.0, 17984.25, 19429.75, 18163.5, 18204.25, 19029.75, 18725.5, 19472.75, 20010.25, 18967.75, 18554.25, 18270.25, 18362.25, 16826.25];[17212.0, 18421.75, 17663.0, 19009.75, 20372.25, 20314.75, 21167.75, 20928.0, 20185.25, 19907.5]
1345;[17212.0, 18421.75, 17663.0, 19009.75, 20372.25, 20314.75, 21167.75, 20928.0, 20185.25, 19907.5, 19672.25, 19318.0, 18833.0, 18469.0, 19301.0, 18389.25, 18163.5, 18669.75, 19805.75, 19122.25, 18662.75, 19223.75, 18242.75, 18356.75, 17081.25, 17951.5, 17551.25, 18709.5, 17369.0, 17932.25, 18192.0, 19531.0, 18800.25, 19080.25, 19604.0, 18764.25, 19404.75, 19178.5, 18204.75, 18209.25, 18132.75, 19415.25, 18068.25, 18756.75, 19689.75, 17681.25, 18309.25, 18586.5, 17983.5, 17766.25];[18269.25, 17351.75, 17458.0, 18035.75, 18248.25, 18122.5, 18951.0, 19619.5, 19139.75, 18715.5]
1346;[18269.25, 17351.75, 17458.0, 18035.75, 18248.25, 18122.5, 18951.0, 19619.5, 19139.75, 18715.5, 20279.25, 18734.5, 18387.0, 18312.0, 18346.25, 18794.25, 18348.75, 17719.25, 19154.5, 18042.0, 17836.5, 18373.5, 16642.25, 19531.75, 18279.0, 17251.0, 17092.5, 17258.0, 18022.0, 17578.75, 17604.25, 18892.25, 18285.5, 18014.5, 18806.75, 19558.0, 18779.75, 18525.75, 19810.0, 17952.75, 17357.5, 18432.0, 17400.5, 16375.25, 17349.0, 16915.0, 17648.25, 17623.75, 18755.75, 18293.75];[18081.25, 18930.75, 17429.25, 17756.25, 18164.75, 17215.75, 17363.5, 17928.25, 17794.5, 20026.0]
1347;[18081.25, 18930.75, 17429.25, 17756.25, 18164.75, 17215.75, 17363.5, 17928.25, 17794.5, 20026.0, 18258.75, 19852.0, 18620.5, 18710.25, 18593.75, 17555.0, 16690.25, 17588.5, 16432.5, 16762.5, 17248.75, 9774.5, 9724.75, 18982.75, 18494.5, 18030.5, 18077.5, 19042.75, 18550.25, 17611.0, 18002.5, 17388.5, 17804.0, 18878.5, 17837.75, 18207.75, 19174.5, 18853.0, 18338.25, 18526.5, 18763.25, 17237.75, 16997.0, 17232.0, 16856.5, 17243.0, 19222.5, 17628.0, 18332.5, 19145.0];[20065.0, 19591.5, 18860.5, 19737.0, 18323.0, 18204.5, 18868.0, 18412.0, 17962.5, 19072.0]
1348;[20065.0, 19591.5, 18860.5, 19737.0, 18323.0, 18204.5, 18868.0, 18412.0, 17962.5, 19072.0, 18526.0, 19374.5, 18539.5, 19421.5, 18574.0, 17740.0, 18612.5, 16669.5, 17161.0, 18182.0, 17251.5, 17644.0, 17772.0, 19386.0, 18494.5, 18204.0, 20590.5, 18798.5, 18827.0, 18811.0, 17715.5, 19188.5, 18187.0, 18753.5, 18459.0, 18344.0, 19664.5, 18818.5, 18260.5, 18126.5, 18574.0, 18153.0, 16940.5, 18106.0, 18022.0, 18118.0, 18894.0, 18347.0, 18651.5, 19284.0];[20047.0, 19196.5, 19143.5, 20182.5, 18993.5, 18592.5, 19182.0, 18392.5, 18376.5, 19084.5]
1349;[20047.0, 19196.5, 19143.5, 20182.5, 18993.5, 18592.5, 19182.0, 18392.5, 18376.5, 19084.5, 17817.5, 18802.0, 18473.5, 18713.5, 17941.0, 18555.0, 18813.0, 17529.5, 17666.5, 18576.0, 17844.5, 18261.0, 18184.5, 19374.0, 19576.5, 19076.5, 20855.5, 18813.0, 20080.0, 20965.5, 18698.5, 18346.0, 18617.0, 19527.5, 18300.5, 17859.5, 19763.5, 18128.0, 17584.0, 19894.5, 18504.0, 18686.5, 19470.5, 19954.5, 19702.0, 20243.5, 19736.5, 19174.0, 19314.0, 21711.0];[19988.5, 20155.5, 20500.0, 21697.5, 19639.0, 19149.0, 19207.5, 16839.0, 20011.5, 18893.5]
1350;[19988.5, 20155.5, 20500.0, 21697.5, 19639.0, 19149.0, 19207.5, 16839.0, 20011.5, 18893.5, 18017.0, 17872.0, 18476.0, 19139.0, 18121.0, 18926.5, 20164.0, 19269.0, 18843.0, 19321.5, 18909.0, 18564.0, 19124.0, 18917.0, 18887.5, 19797.5, 20973.0, 19805.5, 20643.5, 20370.0, 18642.0, 18346.5, 18778.5, 17806.5, 17260.0, 18025.5, 17480.5, 17873.5, 18436.0, 10631.0, 10186.0, 20023.0, 21365.5, 20415.5, 19731.5, 20841.0, 19752.0, 18629.5, 18568.5, 18980.0];[19332.0, 18875.5, 19457.0, 19790.5, 19886.5, 20395.5, 19303.0, 19229.5, 18563.0, 18830.0]
1351;[19332.0, 18875.5, 19457.0, 19790.5, 19886.5, 20395.5, 19303.0, 19229.5, 18563.0, 18830.0, 17851.5, 17474.5, 17834.0, 17560.5, 18582.5, 19034.0, 19405.5, 19367.5, 20369.5, 19465.5, 19825.5, 19314.0, 19247.0, 17883.5, 19026.5, 19116.0, 18670.5, 18700.0, 19607.5, 19290.5, 18820.5, 19064.5, 19455.5, 18304.5, 17935.5, 17587.5, 17178.0, 17882.0, 18241.5, 17750.5, 18114.0, 19409.5, 18721.0, 18992.0, 18726.5, 19892.5, 19013.5, 18814.0, 19500.5, 18608.0];[18536.5, 19578.5, 18342.0, 18073.0, 19090.0, 19487.0, 18370.0, 18718.5, 18724.0, 18146.5]
1352;[18536.5, 19578.5, 18342.0, 18073.0, 19090.0, 19487.0, 18370.0, 18718.5, 18724.0, 18146.5, 17391.0, 18289.0, 17954.0, 18292.5, 19357.0, 18755.5, 19117.0, 19737.5, 20755.5, 19620.0, 19996.0, 20556.5, 19585.0, 18864.5, 19517.5, 19038.5, 18666.0, 18300.0, 18954.0, 19282.5, 18891.5, 19524.5, 18693.5, 18638.5, 19199.0, 18406.0, 18526.0, 18079.5, 19202.0, 18704.5, 18507.0, 19511.5, 19447.5, 19552.5, 19981.5, 19747.5, 19926.5, 20046.5, 18860.0, 18592.0];[18460.0, 18845.0, 18348.5, 17638.0, 18929.5, 18298.5, 17763.5, 19229.0, 18374.5, 18206.0]
1353;[18460.0, 18845.0, 18348.5, 17638.0, 18929.5, 18298.5, 17763.5, 19229.0, 18374.5, 18206.0, 18448.0, 18679.0, 18155.0, 18345.5, 18578.0, 18206.0, 18203.5, 20068.0, 19054.0, 19293.0, 20707.0, 19962.0, 19367.0, 18769.0, 19424.0, 18258.5, 17643.5, 18720.0, 17456.5, 17961.0, 19241.5, 18106.5, 18274.5, 18720.5, 20931.5, 19541.0, 18402.0, 19519.0, 18354.0, 18481.5, 19081.0, 18022.5, 19080.5, 20260.0, 20038.0, 19829.5, 20023.0, 20667.0, 19016.0, 17763.0];[18790.0, 17847.0, 17604.0, 17513.5, 17557.5, 17778.5, 18428.0, 10369.0, 10185.5, 20371.0]
1354;[18790.0, 17847.0, 17604.0, 17513.5, 17557.5, 17778.5, 18428.0, 10369.0, 10185.5, 20371.0, 21240.5, 19896.0, 19627.0, 20209.0, 19696.5, 18505.5, 18135.0, 19349.0, 18873.5, 18826.0, 19422.5, 19316.0, 19429.5, 19909.5, 18802.0, 18908.5, 18761.5, 18423.0, 16702.0, 16086.5, 19605.5, 18000.0, 18233.5, 19243.0, 19374.5, 20365.0, 20398.5, 20024.5, 19879.0, 19781.0, 20364.0, 18325.5, 18978.5, 19734.5, 19059.5, 18423.0, 20213.0, 19671.5, 19373.5, 18923.5];[19834.0, 18664.5, 18168.0, 18495.0, 18213.5, 18537.5, 18171.0, 21309.0, 20273.0, 20731.0]
1355;[19834.0, 18664.5, 18168.0, 18495.0, 18213.5, 18537.5, 18171.0, 21309.0, 20273.0, 20731.0, 22747.0, 21553.5, 21647.5, 21929.5, 21383.0, 20115.0, 20765.0, 20120.5, 20112.0, 20127.0, 19058.0, 19519.5, 19691.0, 20980.5, 20251.5, 18754.5, 19988.5, 18974.5, 17743.5, 18860.5, 18312.0, 18444.0, 18462.5, 19022.0, 19231.0, 19459.5, 20385.0, 19700.0, 19421.0, 19764.0, 19314.0, 18695.5, 19477.0, 18650.5, 18218.5, 17867.0, 18286.5, 19494.0, 18573.0, 18599.5];[18351.0, 18323.0, 18839.0, 18243.5, 17984.0, 18382.5, 19032.5, 19926.0, 19195.5, 18949.0]
1356;[18351.0, 18323.0, 18839.0, 18243.5, 17984.0, 18382.5, 19032.5, 19926.0, 19195.5, 18949.0, 21289.0, 20466.0, 19542.5, 20898.5, 20088.5, 20129.5, 19992.5, 18783.0, 19035.5, 18490.5, 19201.5, 18159.5, 18955.5, 16089.112190246582, 19607.58447265625, 18733.953125, 18491.3388671875, 19894.923828125, 20689.57421875, 20657.6875, 20677.2734375, 21247.9296875, 20705.8828125, 19352.69921875, 20722.94140625, 19039.6953125, 20242.7421875, 19924.515625, 21444.328125, 20384.71875, 20490.3125, 21186.203125, 19372.9921875, 18788.203125, 19293.0, 18087.15625, 18063.9609375, 17430.109375, 18639.84375, 18779.234375];[19247.046875, 20275.96875, 20161.796875, 20436.640625, 22000.21875, 19146.546875, 19311.453125, 20540.765625, 18396.90625, 19230.21875]
1357;[19247.046875, 20275.96875, 20161.796875, 20436.640625, 22000.21875, 19146.546875, 19311.453125, 20540.765625, 18396.90625, 19230.21875, 18768.28125, 20678.140625, 20358.21875, 20387.3125, 21579.5, 20373.453125, 20064.734375, 20009.640625, 18372.984375, 16593.5625, 19427.453125, 18101.21875, 17839.0, 17403.46875, 19851.59375, 10009.96875, 10146.71875, 21157.90625, 19951.1875, 20795.75, 21332.84375, 20275.625, 19818.0, 18641.65625, 19095.5625, 18213.40625, 18538.0625, 19573.8125, 18695.5, 19419.28125, 19684.3125, 19810.65625, 19103.46875, 18960.0, 19206.3125, 17810.9375, 17265.59375, 17978.46875, 17427.25, 17746.84375];[18760.4375, 18017.40625, 19282.96875, 19124.28125, 20975.0, 19432.84375, 19344.0, 20133.8125, 18790.9375, 17802.5625]
1358;[18760.4375, 18017.40625, 19282.96875, 19124.28125, 20975.0, 19432.84375, 19344.0, 20133.8125, 18790.9375, 17802.5625, 20045.53125, 18352.4375, 19100.875, 18806.78125, 19637.9375, 18907.625, 19553.09375, 19506.375, 18702.03125, 18010.34375, 19067.53125, 17385.25, 17518.375, 18644.875, 18127.5, 18522.0625, 19201.0, 20324.5, 20085.375, 19931.8125, 21964.3125, 19977.9375, 20564.25, 19951.0, 19091.0, 19025.8125, 19442.375, 20068.5625, 18565.375, 18859.625, 20051.5, 19650.5625, 18991.6875, 18896.9375, 19372.5625, 19260.25, 18935.3125, 19163.75, 19393.8125, 19740.5625];[21219.625, 20366.6875, 20980.5, 22160.1875, 20891.1875, 21119.375, 21605.1875, 20308.0625, 20919.625, 19549.4375]
1359;[21219.625, 20366.6875, 20980.5, 22160.1875, 20891.1875, 21119.375, 21605.1875, 20308.0625, 20919.625, 19549.4375, 20647.8125, 19481.75, 19689.0625, 19390.375, 18651.125, 19644.1875, 20809.875, 19127.125, 19594.125, 18726.1875, 20031.0625, 18612.625, 18323.0, 18914.6875, 19620.625, 19111.0, 20379.1875, 19257.8125, 20485.0, 21403.8125, 20565.1875, 19857.625, 20565.125, 21228.9375, 19084.75, 19089.25, 18868.1875, 19229.8125, 18525.6875, 18729.125, 18918.4375, 19009.3125, 18695.875, 19710.25, 18790.375, 19393.6875, 20115.875, 19001.875, 19063.75, 20365.25];[19017.0, 19117.875, 19621.875, 19983.0625, 19925.4375, 19742.4375, 21358.375, 20637.4375, 20317.8125, 20202.625]
1360;[19017.0, 19117.875, 19621.875, 19983.0625, 19925.4375, 19742.4375, 21358.375, 20637.4375, 20317.8125, 20202.625, 18831.125, 18489.6875, 17949.4375, 19110.9375, 17852.5625, 17780.0, 19554.625, 18740.3125, 18563.625, 20924.25, 19267.125, 19964.0, 18983.375, 20075.625, 19509.25, 19154.75, 19682.75, 19050.625, 19807.875, 20819.625, 20468.0, 20279.125, 21567.875, 20175.0, 18953.5, 18499.625, 19282.625, 17989.125, 17854.0, 18001.5, 18027.375, 18620.0, 19477.375, 10254.25, 10578.125, 20677.625, 21896.75, 21086.875, 21083.625, 21623.5];[20298.875, 19475.625, 20011.875, 19070.625, 19412.5, 20006.125, 19767.0, 19939.625, 20442.0, 20986.625]
1361;[20298.875, 19475.625, 20011.875, 19070.625, 19412.5, 20006.125, 19767.0, 19939.625, 20442.0, 20986.625, 19548.0, 19575.125, 20463.375, 18229.875, 17741.25, 18502.125, 17370.75, 18818.375, 18658.625, 20037.875, 20448.75, 20358.25, 21260.875, 19220.875, 18913.75, 19775.375, 19887.125, 20174.875, 21524.625, 20545.0, 20708.625, 20342.0, 20379.75, 18961.625, 17909.75, 19472.75, 17768.75, 17605.75, 18504.125, 18882.125, 18989.5, 19410.75, 21251.75, 20498.375, 20602.0, 21841.0, 20717.625, 20739.375, 20573.375, 20230.0];[19749.375, 20238.625, 22297.625, 21169.625, 21380.625, 21984.125, 20457.5, 20054.375, 19923.0, 19045.875]
1362;[19749.375, 20238.625, 22297.625, 21169.625, 21380.625, 21984.125, 20457.5, 20054.375, 19923.0, 19045.875, 18624.125, 18859.125, 17857.75, 18317.375, 19478.25, 20787.5, 20790.25, 20856.125, 21734.75, 21425.375, 21839.375, 20775.875, 21018.5, 19298.0, 19139.375, 19605.125, 19946.25, 20556.75, 21164.25, 20403.375, 20064.0, 20065.25, 20224.25, 18585.125, 18110.125, 18656.75, 17654.125, 17625.5, 18873.125, 19057.5, 19850.75, 21287.625, 20731.125, 20093.625, 20509.25, 20780.875, 19023.25, 19260.625, 19662.375, 18501.875];[19197.375, 20415.25, 20625.5, 20196.75, 20269.5, 20608.375, 19608.75, 19488.5, 18681.75, 18179.125]
1363;[19197.375, 20415.25, 20625.5, 20196.75, 20269.5, 20608.375, 19608.75, 19488.5, 18681.75, 18179.125, 17680.375, 18557.0, 17984.375, 18045.875, 19608.375, 20033.875, 20131.125, 20601.625, 21216.0, 20773.0, 20232.625, 19729.75, 19177.125, 18981.375, 20154.875, 19106.375, 19157.5, 20115.0, 21244.875, 20182.125, 19097.5, 20230.875, 19856.375, 18211.5, 17796.5, 18841.875, 18108.5, 18190.5, 19534.125, 19645.25, 20414.125, 21732.0, 20976.0, 19994.5, 21327.625, 20654.125, 19139.25, 20147.0, 19208.875, 19298.125];[19418.25, 19168.25, 20584.625, 20228.5, 20630.0, 19495.0, 19113.75, 19527.375, 18430.0, 17645.75]
